Order Number,Sales Date,Sales Channel,Currency,Salesteamindex,Storeindex,Productindex,Order qty,unit price,unit cost,profit
SO9362,"Sunday, January 12, 2020",Distributor,USD,6,303,33,6,285.89,204.20,81.68
SO9363,"Monday, February 10, 2020",Online,USD,8,54,25,1,280.21,200.15,80.06
SO9364,"Tuesday, March 24, 2020",Distributor,USD,5,192,29,5,559.34,399.53,159.81
SO9365,"Monday, May 4, 2020",Wholesale,USD,23,20,12,4,282.12,201.51,80.61
SO9366,"Thursday, April 2, 2020",Online,USD,15,156,23,10,403.94,288.53,115.41
SO9367,"Wednesday, April 1, 2020",In-Store,USD,9,223,26,4,257.87,184.20,73.68
SO9368,"Sunday, May 24, 2020",In-Store,USD,25,230,25,2,257.07,183.62,73.45
SO9369,"Tuesday, March 31, 2020",In-Store,USD,26,201,34,10,417.98,298.55,119.42
SO9370,"Wednesday, March 25, 2020",Distributor,USD,9,288,32,8,430.47,307.48,122.99
SO9371,"Friday, January 31, 2020",Wholesale,USD,3,98,17,10,504.25,360.18,144.07
SO9372,"Saturday, January 18, 2020",In-Store,USD,17,243,8,3,168.28,120.20,48.08
SO9373,"Monday, March 16, 2020",Wholesale,USD,4,236,42,8,361.55,258.25,103.30
SO9374,"Saturday, May 23, 2020",In-Store,USD,5,53,6,4,190.35,135.97,54.39
SO9375,"Saturday, January 4, 2020",In-Store,USD,19,178,22,9,574.03,410.02,164.01
SO9376,"Monday, May 25, 2020",Wholesale,USD,17,139,34,2,532.98,380.70,152.28
SO9377,"Monday, February 17, 2020",Online,USD,25,239,38,9,175.63,125.45,50.18
SO9378,"Saturday, April 18, 2020",In-Store,USD,20,331,44,7,152.81,109.15,43.66
SO9379,"Friday, February 14, 2020",Distributor,USD,7,46,28,3,593.82,424.16,169.66
SO9380,"Thursday, April 2, 2020",In-Store,USD,15,359,43,4,376.36,268.83,107.53
SO9381,"Tuesday, February 4, 2020",Online,USD,26,193,38,8,561.47,401.05,160.42
SO9382,"Sunday, April 5, 2020",In-Store,USD,18,184,20,8,374.63,267.59,107.04
SO9383,"Thursday, May 7, 2020",Online,USD,25,333,41,10,424.59,303.28,121.31
SO9384,"Sunday, March 1, 2020",Distributor,USD,11,49,4,8,522.59,373.28,149.31
SO9385,"Wednesday, April 29, 2020",Distributor,USD,19,302,22,1,330.33,235.95,94.38
SO9386,"Monday, February 24, 2020",In-Store,USD,15,217,10,2,570.60,407.57,163.03
SO9387,"Friday, April 10, 2020",Distributor,USD,24,354,25,3,452.28,323.06,129.22
SO9388,"Saturday, January 25, 2020",In-Store,USD,22,88,20,4,220.96,157.83,63.13
SO9389,"Tuesday, January 14, 2020",Online,USD,26,331,37,6,513.23,366.59,146.64
SO9390,"Thursday, May 21, 2020",In-Store,USD,16,143,28,5,309.24,220.88,88.35
SO9391,"Thursday, April 23, 2020",Online,USD,21,253,31,9,499.68,356.91,142.77
SO9392,"Saturday, April 18, 2020",Wholesale,USD,14,348,23,7,410.11,292.94,117.18
SO9393,"Thursday, February 6, 2020",Distributor,USD,2,143,30,2,579.95,414.25,165.70
SO9394,"Friday, February 21, 2020",Distributor,USD,26,128,13,5,335.70,239.79,95.91
SO9395,"Wednesday, January 29, 2020",Distributor,USD,26,292,13,1,366.59,261.85,104.74
SO9396,"Sunday, April 5, 2020",Online,USD,4,336,45,3,594.72,424.80,169.92
SO9397,"Wednesday, January 8, 2020",In-Store,USD,19,318,22,4,294.36,210.25,84.10
SO9398,"Monday, March 9, 2020",Online,USD,24,12,7,5,513.03,366.45,146.58
SO9399,"Monday, March 9, 2020",Wholesale,USD,26,243,33,3,495.21,353.72,141.49
SO9400,"Wednesday, February 12, 2020",Distributor,USD,6,305,34,4,356.26,254.47,101.79
SO9401,"Thursday, January 2, 2020",Wholesale,USD,23,305,15,7,191.84,137.03,54.81
SO9402,"Monday, January 20, 2020",Distributor,USD,19,93,25,3,393.60,281.14,112.46
SO9403,"Saturday, January 4, 2020",In-Store,USD,20,329,6,1,255.77,182.69,73.08
SO9404,"Thursday, January 9, 2020",Distributor,USD,10,248,1,5,488.08,348.63,139.45
SO9405,"Thursday, March 12, 2020",In-Store,USD,2,331,42,10,178.12,127.23,50.89
SO9406,"Saturday, April 4, 2020",In-Store,USD,8,176,22,6,416.77,297.70,119.08
SO9407,"Monday, January 27, 2020",In-Store,USD,22,64,19,7,365.43,261.02,104.41
SO9408,"Thursday, May 21, 2020",Online,USD,1,89,4,1,247.77,176.98,70.79
SO9409,"Thursday, January 16, 2020",In-Store,USD,19,96,9,9,257.27,183.76,73.51
SO9410,"Wednesday, February 5, 2020",Online,USD,17,167,21,4,225.92,161.37,64.55
SO9411,"Tuesday, January 14, 2020",Online,USD,5,113,9,5,422.42,301.73,120.69
SO9412,"Wednesday, January 29, 2020",Online,USD,1,330,38,8,245.70,175.50,70.20
SO9413,"Tuesday, March 31, 2020",Distributor,USD,23,139,1,7,382.96,273.54,109.42
SO9414,"Wednesday, January 29, 2020",Wholesale,USD,23,41,11,5,617.59,441.14,176.45
SO9415,"Friday, January 24, 2020",In-Store,USD,16,214,10,7,573.43,409.60,163.84
SO9416,"Tuesday, March 10, 2020",Online,USD,18,220,38,8,448.89,320.64,128.26
SO9417,"Sunday, April 5, 2020",Distributor,USD,7,345,4,1,434.99,310.71,124.28
SO9418,"Monday, April 27, 2020",Distributor,USD,5,252,3,1,605.95,432.82,173.13
SO9419,"Thursday, March 26, 2020",In-Store,USD,12,122,41,8,300.24,214.46,85.78
SO9420,"Friday, May 29, 2020",Online,USD,25,59,32,6,314.05,224.32,89.73
SO9421,"Friday, January 10, 2020",Online,USD,9,23,7,5,321.04,229.32,91.73
SO9422,"Wednesday, April 22, 2020",Distributor,USD,13,50,46,3,624.52,446.08,178.43
SO9423,"Tuesday, January 21, 2020",Online,USD,5,282,3,3,337.63,241.16,96.46
SO9424,"Friday, January 17, 2020",In-Store,USD,4,282,26,1,548.90,392.07,156.83
SO9425,"Thursday, February 27, 2020",Wholesale,USD,23,278,22,4,203.70,145.50,58.20
SO9426,"Thursday, May 21, 2020",Online,USD,22,277,24,9,342.09,244.35,97.74
SO9427,"Saturday, February 29, 2020",Distributor,USD,17,18,13,10,207.49,148.20,59.28
SO9428,"Tuesday, January 14, 2020",Online,USD,14,273,36,7,489.82,349.87,139.95
SO9429,"Monday, March 2, 2020",Online,USD,15,225,24,2,351.73,251.23,100.49
SO9430,"Tuesday, January 28, 2020",In-Store,USD,11,32,25,1,611.97,437.12,174.85
SO9431,"Friday, May 15, 2020",In-Store,USD,9,229,42,4,387.25,276.60,110.64
SO9432,"Sunday, January 12, 2020",Wholesale,USD,12,209,46,2,614.58,438.99,175.59
SO9433,"Sunday, February 9, 2020",In-Store,USD,1,278,44,10,615.55,439.68,175.87
SO9434,"Wednesday, March 11, 2020",Distributor,USD,17,18,22,7,536.40,383.14,153.26
SO9435,"Friday, May 1, 2020",Distributor,USD,1,291,38,8,595.49,425.35,170.14
SO9436,"Thursday, February 27, 2020",Wholesale,USD,13,50,17,2,170.50,121.78,48.71
SO9437,"Monday, March 23, 2020",Wholesale,USD,26,25,34,9,529.07,377.91,151.16
SO9438,"Saturday, February 8, 2020",Wholesale,USD,17,121,28,7,167.27,119.48,47.79
SO9439,"Friday, April 17, 2020",In-Store,USD,12,204,10,6,206.86,147.76,59.10
SO9440,"Thursday, January 2, 2020",Distributor,USD,2,102,7,2,438.72,313.37,125.35
SO9441,"Monday, May 4, 2020",Online,USD,21,226,34,5,538.64,384.74,153.90
SO9442,"Sunday, February 2, 2020",Distributor,USD,21,12,35,7,326.07,232.91,93.16
SO9443,"Friday, April 24, 2020",Online,USD,16,246,30,2,295.18,210.85,84.34
SO9444,"Tuesday, March 3, 2020",In-Store,USD,6,192,20,10,608.83,434.88,173.95
SO9445,"Thursday, February 13, 2020",Online,USD,1,135,13,6,351.35,250.96,100.38
SO9446,"Sunday, January 5, 2020",Distributor,USD,16,205,7,7,545.11,389.36,155.74
SO9447,"Thursday, May 14, 2020",Wholesale,USD,23,364,21,4,290.87,207.76,83.11
SO9448,"Wednesday, March 18, 2020",Wholesale,USD,12,43,5,10,291.65,208.32,83.33
SO9449,"Friday, April 24, 2020",Distributor,USD,13,55,10,1,414.52,296.09,118.44
SO9450,"Tuesday, March 31, 2020",Wholesale,USD,26,276,31,5,640.93,457.81,183.12
SO9451,"Monday, March 16, 2020",Wholesale,USD,19,17,10,9,274.55,196.11,78.44
SO9452,"Sunday, May 24, 2020",Online,USD,6,108,10,10,153.33,109.52,43.81
SO9453,"Thursday, May 7, 2020",In-Store,USD,11,308,2,9,514.52,367.51,147.01
SO9454,"Saturday, February 29, 2020",Distributor,USD,14,106,2,1,409.08,292.20,116.88
SO9455,"Wednesday, February 5, 2020",In-Store,USD,12,319,31,10,389.99,278.56,111.43
SO9456,"Sunday, April 5, 2020",Wholesale,USD,10,284,17,7,169.69,121.21,48.48
SO9457,"Monday, March 2, 2020",Wholesale,USD,25,301,19,2,504.71,360.51,144.20
SO9458,"Saturday, January 18, 2020",Distributor,USD,2,119,32,10,445.97,318.55,127.42
SO9459,"Wednesday, January 8, 2020",Online,USD,11,23,33,10,382.18,272.98,109.19
SO9460,"Tuesday, March 10, 2020",Online,USD,23,200,28,10,510.77,364.84,145.93
SO9461,"Thursday, February 13, 2020",In-Store,USD,22,256,38,1,156.76,111.97,44.79
SO9462,"Saturday, March 28, 2020",Online,USD,23,137,21,4,591.16,422.26,168.90
SO9463,"Sunday, March 29, 2020",Online,USD,4,53,39,3,262.77,187.70,75.08
SO9464,"Thursday, February 27, 2020",Online,USD,20,321,16,7,546.69,390.49,156.20
SO9465,"Thursday, February 6, 2020",Distributor,USD,8,84,24,6,640.16,457.26,182.90
SO9466,"Friday, May 8, 2020",In-Store,USD,11,166,38,3,498.79,356.28,142.51
SO9467,"Monday, April 13, 2020",Online,USD,1,42,28,1,599.71,428.36,171.35
SO9468,"Saturday, April 4, 2020",Distributor,USD,15,211,32,10,483.69,345.49,138.20
SO9469,"Sunday, January 19, 2020",In-Store,USD,8,202,36,9,615.95,439.97,175.99
SO9470,"Sunday, April 5, 2020",In-Store,USD,1,177,15,8,334.24,238.75,95.50
SO9471,"Wednesday, February 12, 2020",In-Store,USD,7,106,24,1,427.10,305.07,122.03
SO9472,"Tuesday, February 4, 2020",Online,USD,21,188,44,6,620.51,443.22,177.29
SO9473,"Wednesday, February 26, 2020",Wholesale,USD,3,226,14,6,471.79,336.99,134.80
SO9474,"Thursday, May 21, 2020",Distributor,USD,12,336,6,9,594.15,424.40,169.76
SO9475,"Saturday, March 7, 2020",Wholesale,USD,19,136,4,5,290.38,207.41,82.97
SO9476,"Saturday, May 2, 2020",In-Store,USD,15,140,15,4,228.90,163.50,65.40
SO9477,"Friday, April 17, 2020",Wholesale,USD,21,330,45,9,169.16,120.83,48.33
SO9478,"Wednesday, May 20, 2020",In-Store,USD,19,230,46,1,548.58,391.84,156.74
SO9479,"Wednesday, April 15, 2020",Distributor,USD,9,289,11,8,406.68,290.49,116.20
SO9480,"Saturday, March 28, 2020",Distributor,USD,20,264,1,2,567.52,405.37,162.15
SO9481,"Saturday, January 11, 2020",Online,USD,8,132,34,8,221.96,158.54,63.42
SO9482,"Friday, January 17, 2020",Wholesale,USD,7,24,14,8,315.46,225.33,90.13
SO9483,"Saturday, April 4, 2020",In-Store,USD,21,97,33,8,453.50,323.93,129.57
SO9484,"Tuesday, March 31, 2020",Online,USD,6,62,23,2,505.97,361.41,144.56
SO9485,"Monday, May 4, 2020",Online,USD,16,232,40,2,295.18,210.85,84.34
SO9486,"Monday, April 13, 2020",In-Store,USD,12,233,28,6,555.32,396.66,158.66
SO9487,"Wednesday, April 15, 2020",Wholesale,USD,7,237,4,7,484.55,346.11,138.44
SO9488,"Saturday, February 15, 2020",Online,USD,9,365,42,6,290.13,207.24,82.90
SO9489,"Sunday, February 2, 2020",In-Store,USD,7,179,17,3,434.00,310.00,124.00
SO9490,"Wednesday, January 29, 2020",In-Store,USD,26,124,4,10,287.24,205.17,82.07
SO9491,"Monday, February 17, 2020",In-Store,USD,11,364,33,2,467.95,334.25,133.70
SO9492,"Monday, February 10, 2020",Distributor,USD,17,311,44,9,422.74,301.96,120.78
SO9493,"Thursday, January 16, 2020",In-Store,USD,25,194,36,6,413.99,295.71,118.28
SO9494,"Thursday, March 5, 2020",Distributor,USD,1,245,30,2,341.02,243.58,97.43
SO9495,"Monday, January 27, 2020",Online,USD,25,323,6,8,450.57,321.84,128.73
SO9496,"Monday, February 3, 2020",Distributor,USD,3,287,38,8,168.24,120.17,48.07
SO9497,"Sunday, May 10, 2020",Distributor,USD,16,57,45,4,218.68,156.20,62.48
SO9498,"Wednesday, March 25, 2020",Wholesale,USD,7,274,38,3,421.67,301.19,120.48
SO9499,"Thursday, May 7, 2020",Wholesale,USD,26,6,28,4,346.70,247.64,99.06
SO9500,"Sunday, February 16, 2020",In-Store,USD,4,192,26,3,190.82,136.30,54.52
SO9501,"Thursday, April 2, 2020",Online,USD,12,278,21,4,642.28,458.77,183.51
SO9502,"Thursday, March 19, 2020",Online,USD,5,263,18,5,307.11,219.36,87.74
SO9503,"Tuesday, March 24, 2020",Distributor,USD,25,10,45,9,352.93,252.09,100.84
SO9504,"Thursday, April 2, 2020",Distributor,USD,6,359,23,3,307.77,219.84,87.94
SO9505,"Saturday, April 11, 2020",In-Store,USD,16,63,40,10,510.73,364.81,145.92
SO9506,"Sunday, April 12, 2020",Wholesale,USD,24,140,41,2,169.08,120.77,48.31
SO9507,"Monday, February 17, 2020",Wholesale,USD,18,208,32,7,486.29,347.35,138.94
SO9508,"Sunday, May 17, 2020",Distributor,USD,18,3,47,7,374.07,267.19,106.88
SO9509,"Monday, February 10, 2020",Online,USD,16,140,24,9,540.94,386.39,154.56
SO9510,"Friday, April 10, 2020",In-Store,USD,24,35,23,4,518.41,370.29,148.12
SO9511,"Wednesday, February 5, 2020",In-Store,USD,19,231,10,6,247.66,176.90,70.76
SO9512,"Wednesday, April 15, 2020",In-Store,USD,17,160,28,7,290.17,207.26,82.91
SO9513,"Thursday, March 12, 2020",Distributor,USD,16,176,26,3,311.33,222.38,88.95
SO9514,"Monday, March 30, 2020",In-Store,USD,8,334,12,1,271.42,193.87,77.55
SO9515,"Wednesday, January 15, 2020",In-Store,USD,24,51,24,7,414.35,295.97,118.39
SO9516,"Tuesday, March 10, 2020",Online,USD,12,118,4,8,636.12,454.37,181.75
SO9517,"Tuesday, March 3, 2020",Online,USD,8,313,47,6,367.57,262.55,105.02
SO9518,"Wednesday, February 26, 2020",Distributor,USD,2,349,19,7,452.65,323.32,129.33
SO9519,"Monday, January 27, 2020",Online,USD,6,279,46,1,449.09,320.78,128.31
SO9520,"Saturday, January 25, 2020",Distributor,USD,25,170,10,8,424.89,303.49,121.40
SO9521,"Monday, April 20, 2020",Distributor,USD,17,242,11,8,445.61,318.29,127.32
SO9522,"Wednesday, March 4, 2020",In-Store,USD,22,29,47,4,507.80,362.71,145.09
SO9523,"Thursday, February 20, 2020",Wholesale,USD,23,364,20,8,543.08,387.91,155.16
SO9524,"Tuesday, January 7, 2020",Wholesale,USD,12,66,16,10,491.89,351.35,140.54
SO9525,"Sunday, February 9, 2020",Online,USD,9,188,36,10,324.95,232.11,92.84
SO9526,"Monday, March 16, 2020",Wholesale,USD,19,278,42,5,252.94,180.67,72.27
SO9527,"Wednesday, February 19, 2020",Wholesale,USD,14,181,21,5,277.41,198.15,79.26
SO9528,"Sunday, April 5, 2020",In-Store,USD,15,116,22,5,496.89,354.92,141.97
SO9529,"Saturday, January 4, 2020",Distributor,USD,23,162,7,4,306.16,218.68,87.47
SO9530,"Tuesday, May 12, 2020",Distributor,USD,14,78,37,10,445.95,318.54,127.41
SO9531,"Wednesday, March 4, 2020",In-Store,USD,1,240,47,7,415.74,296.96,118.78
SO9532,"Thursday, May 28, 2020",Online,USD,18,187,24,7,560.03,400.02,160.01
SO9533,"Tuesday, March 3, 2020",Wholesale,USD,22,34,7,9,310.60,221.86,88.74
SO9534,"Saturday, April 18, 2020",Wholesale,USD,25,298,29,6,477.26,340.90,136.36
SO9535,"Saturday, January 25, 2020",Online,USD,4,157,11,7,313.13,223.66,89.47
SO9536,"Thursday, January 30, 2020",Distributor,USD,9,260,39,3,518.18,370.13,148.05
SO9537,"Friday, April 3, 2020",Online,USD,3,69,12,7,608.51,434.65,173.86
SO9538,"Sunday, April 19, 2020",Distributor,USD,12,262,13,9,193.76,138.40,55.36
SO9539,"Thursday, March 19, 2020",Online,USD,16,151,27,8,460.21,328.72,131.49
SO9540,"Friday, February 7, 2020",Distributor,USD,1,342,1,3,308.49,220.35,88.14
SO9541,"Wednesday, February 26, 2020",Wholesale,USD,23,81,16,1,167.22,119.44,47.78
SO9542,"Saturday, January 4, 2020",Online,USD,1,275,22,5,345.02,246.44,98.58
SO9543,"Saturday, January 25, 2020",Distributor,USD,16,64,2,4,643.57,459.69,183.88
SO9544,"Saturday, May 16, 2020",Wholesale,USD,5,110,39,3,477.24,340.89,136.36
SO9545,"Wednesday, May 13, 2020",Distributor,USD,8,150,29,3,635.67,454.05,181.62
SO9546,"Monday, February 17, 2020",Distributor,USD,9,208,37,8,649.74,464.10,185.64
SO9547,"Saturday, January 11, 2020",Wholesale,USD,4,304,38,7,235.40,168.15,67.26
SO9548,"Thursday, January 9, 2020",In-Store,USD,13,102,24,2,308.94,220.67,88.27
SO9549,"Sunday, January 5, 2020",Online,USD,25,332,41,8,434.20,310.15,124.06
SO9550,"Sunday, February 9, 2020",In-Store,USD,4,8,11,1,492.48,351.77,140.71
SO9551,"Friday, February 21, 2020",Distributor,USD,1,316,2,7,612.39,437.42,174.97
SO9552,"Wednesday, February 5, 2020",Online,USD,10,78,16,3,589.61,421.15,168.46
SO9553,"Thursday, May 7, 2020",Online,USD,1,91,43,5,492.57,351.83,140.73
SO9554,"Wednesday, January 15, 2020",Distributor,USD,23,303,33,3,246.57,176.12,70.45
SO9555,"Monday, February 10, 2020",Wholesale,USD,23,81,2,10,184.85,132.03,52.81
SO9556,"Tuesday, February 18, 2020",Wholesale,USD,20,29,16,6,483.37,345.26,138.11
SO9557,"Saturday, January 25, 2020",Distributor,USD,9,20,12,8,594.17,424.41,169.76
SO9558,"Sunday, March 29, 2020",Wholesale,USD,19,154,1,8,217.33,155.23,62.09
SO9559,"Thursday, April 16, 2020",Online,USD,12,232,21,1,573.09,409.35,163.74
SO9560,"Monday, April 6, 2020",Online,USD,4,189,14,1,546.30,390.22,156.09
SO9561,"Wednesday, April 8, 2020",Distributor,USD,1,364,1,5,354.61,253.30,101.32
SO9562,"Monday, January 13, 2020",Online,USD,12,48,46,8,211.54,151.10,60.44
SO9563,"Saturday, March 28, 2020",Online,USD,8,67,45,3,384.12,274.37,109.75
SO9564,"Thursday, January 23, 2020",In-Store,USD,21,25,3,8,354.49,253.21,101.28
SO9565,"Friday, May 22, 2020",Online,USD,22,354,15,8,325.44,232.46,92.98
SO9566,"Friday, May 29, 2020",In-Store,USD,2,203,35,10,234.12,167.23,66.89
SO9567,"Wednesday, April 29, 2020",Wholesale,USD,13,54,47,2,636.48,454.63,181.85
SO9568,"Friday, January 3, 2020",Distributor,USD,7,268,1,6,265.38,189.56,75.82
SO9569,"Sunday, January 19, 2020",Distributor,USD,16,211,21,6,217.16,155.11,62.04
SO9570,"Saturday, February 22, 2020",Online,USD,10,72,28,4,308.09,220.07,88.03
SO9571,"Monday, February 3, 2020",Wholesale,USD,19,24,44,10,290.40,207.43,82.97
SO9572,"Saturday, February 22, 2020",In-Store,USD,5,252,42,9,298.31,213.08,85.23
SO9573,"Thursday, March 5, 2020",In-Store,USD,26,301,38,9,253.51,181.08,72.43
SO9574,"Tuesday, April 28, 2020",Wholesale,USD,22,134,32,1,419.80,299.86,119.94
SO9575,"Wednesday, January 22, 2020",In-Store,USD,19,28,18,8,420.20,300.15,120.06
SO9576,"Monday, February 3, 2020",Online,USD,9,124,36,2,643.40,459.57,183.83
SO9577,"Thursday, January 30, 2020",In-Store,USD,9,21,37,9,647.00,462.14,184.86
SO9578,"Saturday, March 28, 2020",In-Store,USD,19,116,10,2,589.32,420.94,168.38
SO9579,"Thursday, April 16, 2020",Wholesale,USD,19,179,33,10,495.93,354.24,141.69
SO9580,"Friday, May 22, 2020",Wholesale,USD,21,210,15,1,291.58,208.27,83.31
SO9581,"Saturday, January 11, 2020",Wholesale,USD,24,72,42,9,197.62,141.16,56.46
SO9582,"Saturday, January 18, 2020",Online,USD,13,230,42,5,565.21,403.72,161.49
SO9583,"Wednesday, May 6, 2020",In-Store,USD,9,225,43,4,301.24,215.17,86.07
SO9584,"Tuesday, March 24, 2020",Wholesale,USD,14,99,15,2,298.95,213.54,85.41
SO9585,"Tuesday, March 10, 2020",In-Store,USD,9,57,15,3,527.91,377.08,150.83
SO9586,"Tuesday, March 17, 2020",In-Store,USD,13,316,23,1,646.45,461.75,184.70
SO9587,"Wednesday, February 12, 2020",Online,USD,16,307,32,8,473.54,338.24,135.30
SO9588,"Monday, April 6, 2020",Distributor,USD,4,26,22,4,162.33,115.95,46.38
SO9589,"Sunday, February 2, 2020",In-Store,USD,11,207,28,4,423.18,302.27,120.91
SO9590,"Tuesday, March 10, 2020",Online,USD,20,160,37,1,625.60,446.86,178.74
SO9591,"Saturday, May 23, 2020",Online,USD,11,352,38,1,163.38,116.70,46.68
SO9592,"Tuesday, February 11, 2020",In-Store,USD,24,148,17,3,332.12,237.23,94.89
SO9593,"Sunday, April 5, 2020",Online,USD,24,263,23,6,317.08,226.49,90.60
SO9594,"Tuesday, March 10, 2020",Online,USD,8,287,32,8,360.33,257.38,102.95
SO9595,"Thursday, March 12, 2020",Distributor,USD,25,280,28,1,330.12,235.80,94.32
SO9596,"Tuesday, February 25, 2020",Wholesale,USD,25,268,35,10,341.35,243.82,97.53
SO9597,"Tuesday, March 31, 2020",In-Store,USD,22,285,15,4,389.32,278.09,111.23
SO9598,"Sunday, January 19, 2020",Wholesale,USD,9,264,28,3,470.08,335.77,134.31
SO9599,"Saturday, January 11, 2020",In-Store,USD,17,309,41,9,649.76,464.12,185.65
SO9600,"Wednesday, January 15, 2020",In-Store,USD,25,29,2,4,567.03,405.02,162.01
SO9601,"Monday, January 13, 2020",In-Store,USD,25,85,15,6,291.70,208.36,83.34
SO9602,"Friday, May 8, 2020",In-Store,USD,25,39,7,8,151.99,108.56,43.43
SO9603,"Saturday, March 28, 2020",Online,USD,4,250,44,5,556.16,397.26,158.90
SO9604,"Thursday, April 23, 2020",Wholesale,USD,18,294,8,8,609.70,435.50,174.20
SO9605,"Wednesday, May 6, 2020",In-Store,USD,10,216,17,7,502.37,358.83,143.53
SO9606,"Sunday, April 19, 2020",Online,USD,3,267,43,10,633.16,452.26,180.90
SO9607,"Monday, May 4, 2020",In-Store,USD,18,364,43,6,407.34,290.96,116.38
SO9608,"Monday, April 13, 2020",Distributor,USD,5,215,22,3,303.30,216.64,86.66
SO9609,"Tuesday, February 18, 2020",In-Store,USD,16,122,47,10,298.36,213.12,85.25
SO9610,"Tuesday, April 7, 2020",Distributor,USD,18,161,37,5,231.06,165.05,66.02
SO9611,"Thursday, January 23, 2020",Wholesale,USD,20,101,19,8,272.22,194.44,77.78
SO9612,"Saturday, April 4, 2020",Distributor,USD,25,270,1,8,349.20,249.43,99.77
SO9613,"Saturday, May 23, 2020",Online,USD,16,49,22,5,362.35,258.82,103.53
SO9614,"Sunday, April 19, 2020",Wholesale,USD,22,201,6,9,561.26,400.90,160.36
SO9615,"Tuesday, February 18, 2020",In-Store,USD,20,244,11,6,345.41,246.72,98.69
SO9616,"Thursday, January 23, 2020",In-Store,USD,14,245,8,6,570.57,407.55,163.02
SO9617,"Sunday, March 15, 2020",Wholesale,USD,13,107,18,1,504.66,360.47,144.19
SO9618,"Monday, May 18, 2020",Wholesale,USD,22,171,29,1,345.34,246.67,98.67
SO9619,"Thursday, March 19, 2020",Online,USD,6,365,25,5,485.43,346.73,138.69
SO9620,"Wednesday, March 18, 2020",Wholesale,USD,4,253,12,9,295.94,211.39,84.55
SO9621,"Tuesday, May 5, 2020",In-Store,USD,25,163,10,2,516.51,368.94,147.58
SO9622,"Monday, May 18, 2020",In-Store,USD,18,216,45,1,366.16,261.54,104.62
SO9623,"Saturday, April 18, 2020",In-Store,USD,1,47,7,3,379.06,270.76,108.30
SO9624,"Friday, March 27, 2020",Distributor,USD,22,6,32,4,371.01,265.01,106.00
SO9625,"Wednesday, May 13, 2020",Online,USD,13,190,20,6,647.60,462.57,185.03
SO9626,"Friday, February 14, 2020",Online,USD,11,164,9,4,532.25,380.18,152.07
SO9627,"Sunday, February 9, 2020",In-Store,USD,4,201,6,5,332.01,237.15,94.86
SO9628,"Thursday, January 23, 2020",Online,USD,19,10,4,10,285.77,204.12,81.65
SO9629,"Wednesday, April 29, 2020",Online,USD,9,344,27,1,204.78,146.27,58.51
SO9630,"Saturday, May 16, 2020",Wholesale,USD,14,33,44,4,574.55,410.39,164.16
SO9631,"Saturday, April 11, 2020",In-Store,USD,7,61,26,6,180.76,129.12,51.65
SO9632,"Thursday, March 12, 2020",Online,USD,13,288,45,5,436.79,311.99,124.80
SO9633,"Tuesday, March 3, 2020",Distributor,USD,3,26,36,6,284.16,202.97,81.19
SO9634,"Sunday, March 15, 2020",In-Store,USD,12,266,8,6,367.36,262.40,104.96
SO9635,"Wednesday, April 22, 2020",In-Store,USD,26,153,32,5,333.76,238.40,95.36
SO9636,"Thursday, May 28, 2020",Distributor,USD,1,296,17,7,506.81,362.01,144.80
SO9637,"Wednesday, January 1, 2020",Distributor,USD,12,341,19,8,616.31,440.22,176.09
SO9638,"Sunday, April 5, 2020",Online,USD,16,226,46,10,374.51,267.51,107.00
SO9639,"Saturday, May 9, 2020",Online,USD,5,212,12,4,432.77,309.12,123.65
SO9640,"Wednesday, February 19, 2020",Online,USD,19,27,43,8,474.59,339.00,135.60
SO9641,"Saturday, January 25, 2020",Online,USD,25,51,7,4,544.79,389.13,155.65
SO9642,"Saturday, May 2, 2020",Online,USD,13,80,37,10,216.88,154.91,61.96
SO9643,"Friday, March 27, 2020",In-Store,USD,11,127,2,2,644.54,460.38,184.15
SO9644,"Tuesday, April 7, 2020",Wholesale,USD,13,109,7,1,246.95,176.40,70.56
SO9645,"Thursday, January 9, 2020",In-Store,USD,12,44,47,10,630.93,450.66,180.27
SO9646,"Monday, May 11, 2020",Wholesale,USD,1,208,36,9,371.01,265.01,106.00
SO9647,"Monday, March 9, 2020",Wholesale,USD,26,248,31,1,572.68,409.06,163.62
SO9648,"Friday, January 10, 2020",In-Store,USD,9,161,43,3,418.13,298.67,119.47
SO9649,"Thursday, May 7, 2020",Distributor,USD,9,205,45,10,375.85,268.46,107.39
SO9650,"Friday, April 3, 2020",In-Store,USD,7,338,17,4,486.15,347.25,138.90
SO9651,"Tuesday, January 21, 2020",In-Store,USD,23,311,35,2,298.80,213.43,85.37
SO9652,"Friday, March 13, 2020",In-Store,USD,6,171,11,6,649.34,463.82,185.53
SO9653,"Monday, March 2, 2020",Online,USD,10,37,24,5,576.70,411.93,164.77
SO9654,"Saturday, April 18, 2020",Wholesale,USD,6,242,16,5,331.41,236.72,94.69
SO9655,"Sunday, April 12, 2020",Distributor,USD,1,292,8,3,546.92,390.66,156.26
SO9656,"Thursday, March 26, 2020",Distributor,USD,26,142,13,2,177.63,126.88,50.75
SO9657,"Friday, February 14, 2020",Wholesale,USD,17,112,35,4,297.19,212.28,84.91
SO9658,"Sunday, May 10, 2020",In-Store,USD,1,150,36,9,367.19,262.28,104.91
SO9659,"Wednesday, January 15, 2020",In-Store,USD,2,255,31,6,468.08,334.34,133.74
